--------------------------------------------------------------------------------
|Rank|    Word    |Actual Freq | Zipf Frac  | Zipf Freq  |Actual Diff |Pct Diff|
| 167|gacha       |        1236|       1/167|      229.80|     1006.20| 537.85%|
| 168|maxsus      |        1235|       1/168|      228.43|     1006.57| 540.64%|
| 169|jumladan    |        1224|       1/169|      227.08|      996.92| 539.01%|
| 170|boshqarmasi |        1215|       1/170|      225.75|      989.25| 538.21%|
| 171|ga          |        1213|       1/171|      224.43|      988.57| 540.49%|
| 172|murojaat    |        1203|       1/172|      223.12|      979.88| 539.17%|
| 173|nafari      |        1196|       1/173|      221.83|      974.17| 539.15%|
| 174|olgan       |        1186|       1/174|      220.56|      965.44| 537.73%|
| 175|etildi      |        1179|       1/175|      219.30|      959.70| 537.63%|
| 176|aqsh        |        1179|       1/176|      218.05|      960.95| 540.70%|
| 177|e`lon       |        1172|       1/177|      216.82|      955.18| 540.54%|
| 178|berish      |        1169|       1/178|      215.60|      953.40| 542.20%|
| 179|raisi       |        1169|       1/179|      214.40|      954.60| 545.25%|
| 180|vafot       |        1169|       1/180|      213.21|      955.79| 548.30%|
| 181|rossiya     |        1164|       1/181|      212.03|      951.97| 548.99%|
| 182|yordam      |        1161|       1/182|      210.86|      950.14| 550.60%|
| 183|bundan      |        1159|       1/183|      209.71|      949.29| 552.67%|
| 184|qo`shimcha  |        1159|       1/184|      208.57|      950.43| 555.69%|
| 185|ko`rib      |        1157|       1/185|      207.44|      949.56| 557.74%|
| 186|moddasi     |        1157|       1/186|      206.33|      950.67| 560.76%|
| 187|doirasida   |        1150|       1/187|      205.22|      944.78| 560.36%|
| 188|natijasida  |        1141|       1/188|      204.13|      936.87| 558.95%|
| 189|ular        |        1134|       1/189|      203.05|      930.95| 558.48%|
| 190|sud         |        1128|       1/190|      201.98|      926.02| 558.46%|
| 191|sharqdan    |        1127|       1/191|      200.93|      926.07| 560.90%|
| 192|buxoro      |        1126|       1/192|      199.88|      926.12| 563.34%|
| 193|yana        |        1123|       1/193|      198.84|      924.16| 564.76%|
| 194|fuqarolar   |        1117|       1/194|      197.82|      919.18| 564.66%|
| 195|aholi       |        1112|       1/195|      196.81|      915.19| 565.03%|
| 196|to`g`risidagi|        1109|       1/196|      195.80|      913.20| 566.39%|
| 197|mavjud      |        1106|       1/197|      194.81|      911.19| 567.74%|
| 198|tashqari    |        1102|       1/198|      193.82|      908.18| 568.56%|
| 199|andijon     |        1098|       1/199|      192.85|      905.15| 569.36%|
| 200|sog`liqni   |        1097|       1/200|      191.88|      905.12| 571.70%|
| 201|o`tkazilgan |        1094|       1/201|      190.93|      903.07| 572.98%|
| 202|tibbiyot    |        1087|       1/202|      189.99|      897.01| 572.15%|
| 203|respublika  |        1086|       1/203|      189.05|      896.95| 574.45%|
| 204|sifatida    |        1082|       1/204|      188.12|      893.88| 575.16%|
| 205|biroz       |        1079|       1/205|      187.20|      891.80| 576.37%|
| 206|tergov      |        1079|       1/206|      186.30|      892.70| 579.19%|
| 207|alohida     |        1078|       1/207|      185.40|      892.60| 581.46%|
| 208|yanada      |        1077|       1/208|      184.50|      892.50| 583.72%|
| 209|kabi        |        1070|       1/209|      183.62|      886.38| 582.72%|
| 210|qismi       |        1067|       1/210|      182.75|      884.25| 583.87%|
| 211|tibbiy      |        1057|       1/211|      181.88|      875.12| 581.15%|
| 212|muhim       |        1047|       1/212|      181.02|      865.98| 578.38%|
| 213|kun         |        1042|       1/213|      180.17|      861.83| 578.33%|
| 214|rasmiy      |        1042|       1/214|      179.33|      862.67| 581.05%|
| 215|so`ng       |        1030|       1/215|      178.50|      851.50| 577.04%|
| 216|qayta       |        1025|       1/216|      177.67|      847.33| 576.91%|
| 217|ayni        |        1018|       1/217|      176.85|      841.15| 575.62%|
| 218|mirziyoev   |        1017|       1/218|      176.04|      840.96| 577.71%|
| 219|yaqin       |        1015|       1/219|      175.24|      839.76| 579.21%|
| 220|kerak       |        1014|       1/220|      174.44|      839.56| 581.29%|
| 221|tug`ilgan   |        1013|       1/221|      173.65|      839.35| 583.35%|
| 222|dedi        |        1000|       1/222|      172.87|      827.13| 578.47%|
| 223|asosiy      |         998|       1/223|      172.09|      825.91| 579.92%|
| 224|ishga       |         992|       1/224|      171.33|      820.67| 579.01%|
| 225|qo`mitasi   |         992|       1/225|      170.56|      821.44| 581.60%|
| 226|qonun       |         991|       1/226|      169.81|      821.19| 583.59%|
| 227|bulutli     |         988|       1/227|      169.06|      818.94| 584.40%|
| 228|hamkorlik   |         986|       1/228|      168.32|      817.68| 585.79%|
| 229|asosan      |         985|       1/229|      167.59|      817.41| 587.76%|
| 230|bugungi     |         984|       1/230|      166.86|      817.14| 589.73%|
| 231|umumiy      |         983|       1/231|      166.13|      816.87| 591.69%|
| 232|chiqarish   |         983|       1/232|      165.42|      817.58| 594.25%|
| 233|o`tkazish   |         982|       1/233|      164.71|      817.29| 596.21%|
| 234|huzuridagi  |         982|       1/234|      164.00|      818.00| 598.76%|
| 235|da          |         969|       1/235|      163.31|      805.69| 593.36%|
| 236|ishi        |         968|       1/236|      162.61|      805.39| 595.27%|
| 237|turli       |         967|       1/237|      161.93|      805.07| 597.18%|
| 238|kelgan      |         957|       1/238|      161.25|      795.75| 593.50%|
| 239|to`liq      |         954|       1/239|      160.57|      793.43| 594.12%|
| 240|olingan     |         949|       1/240|      159.90|      789.10| 593.48%|
| 241|transport   |         947|       1/241|      159.24|      787.76| 594.70%|
| 242|yoshlar     |         943|       1/242|      158.58|      784.42| 594.64%|
| 243|vaziri      |         942|       1/243|      157.93|      784.07| 596.47%|
| 244|dan         |         938|       1/244|      157.28|      780.72| 596.38%|
| 245|bergan      |         938|       1/245|      156.64|      781.36| 598.82%|
| 246|bog`liq     |         935|       1/246|      156.00|      779.00| 599.34%|
| 247|ommaviy     |         929|       1/247|      155.37|      773.63| 597.92%|
| 248|tumanida    |         929|       1/248|      154.75|      774.25| 600.34%|
| 249|berildi     |         929|       1/249|      154.12|      774.88| 602.76%|
| 250|avtomobil   |         928|       1/250|      153.51|      774.49| 604.53%|
| 251|bo`limi     |         926|       1/251|      152.90|      773.10| 605.64%|
| 252|xorijiy     |         924|       1/252|      152.29|      771.71| 606.74%|
| 253|navoiy      |         922|       1/253|      151.69|      770.31| 607.83%|
| 254|xususan     |         920|       1/254|      151.09|      768.91| 608.91%|
| 255|deya        |         920|       1/255|      150.50|      769.50| 611.30%|
| 256|markazi     |         914|       1/256|      149.91|      764.09| 609.70%|
| 257|joylashgan  |         909|       1/257|      149.33|      759.67| 608.73%|
| 258|iqtisodiy   |         907|       1/258|      148.75|      758.25| 609.76%|
| 259|faoliyat    |         902|       1/259|      148.17|      753.83| 608.74%|
| 260|o`rtasida   |         902|       1/260|      147.60|      754.40| 611.10%|
| 261|agentligi   |         902|       1/261|      147.04|      754.96| 613.45%|
| 262|boshlab     |         898|       1/262|      146.48|      751.52| 613.07%|
| 263|suv         |         894|       1/263|      145.92|      748.08| 612.66%|
| 264|aniqlangan  |         893|       1/264|      145.37|      747.63| 614.31%|
| 265|kunda       |         892|       1/265|      144.82|      747.18| 615.94%|
| 266|saylov      |         888|       1/266|      144.27|      743.73| 615.49%|
| 267|berilgan    |         886|       1/267|      143.73|      742.27| 616.42%|
| 268|harakatlari |         882|       1/268|      143.20|      738.80| 615.93%|
| 269|etiladi     |         880|       1/269|      142.67|      737.33| 616.83%|
| 270|daraja      |         878|       1/270|      142.14|      735.86| 617.71%|
| 271|savdo       |         877|       1/271|      141.61|      735.39| 619.30%|
| 272|hozirda     |         876|       1/272|      141.09|      734.91| 620.87%|
| 273|o`quv       |         874|       1/273|      140.58|      733.42| 621.73%|
| 274|er          |         873|       1/274|      140.06|      732.94| 623.30%|
| 275|qarori      |         871|       1/275|      139.55|      731.45| 624.14%|
| 276|rusumli     |         871|       1/276|      139.05|      731.95| 626.41%|
| 277|taqdim      |         866|       1/277|      138.55|      727.45| 625.07%|
| 278|mart        |         864|       1/278|      138.05|      725.95| 625.87%|
| 279|sabab       |         864|       1/279|      137.55|      726.45| 628.13%|
| 280|may         |         862|       1/280|      137.06|      724.94| 628.92%|
| 281|qanday      |         861|       1/281|      136.57|      724.43| 630.43%|
| 282|ma`muriy    |         861|       1/282|      136.09|      724.91| 632.68%|
| 283|yo`lga      |         860|       1/283|      135.61|      724.39| 634.18%|
| 284|o`zaro      |         860|       1/284|      135.13|      724.87| 636.42%|
| 285|ravishda    |         857|       1/285|      134.66|      722.34| 636.44%|
| 286|yomg`ir     |         851|       1/286|      134.19|      716.81| 634.20%|
| 287|muhokama    |         848|       1/287|      133.72|      714.28| 634.17%|
| 288|etadi       |         843|       1/288|      133.25|      709.75| 632.63%|
| 289|qashqadaryo |         842|       1/289|      132.79|      709.21| 634.07%|
| 290|masalalari  |         840|       1/290|      132.33|      707.67| 634.76%|
| 291|qurilish    |         839|       1/291|      131.88|      707.12| 636.19%|
| 292|jalb        |         833|       1/292|      131.43|      701.57| 633.81%|
| 293|kuchayishi  |         833|       1/293|      130.98|      702.02| 635.98%|
| 294|keng        |         829|       1/294|      130.53|      698.47| 635.08%|
| 295|qoraqalpog`iston|         823|       1/295|      130.09|      692.91| 632.63%|
| 296|kunlari     |         822|       1/296|      129.65|      692.35| 634.00%|
| 297|qiladi      |         820|       1/297|      129.22|      690.78| 634.60%|
| 298|vaqtida     |         816|       1/298|      128.78|      687.22| 633.63%|
| 299|faoliyatini |         814|       1/299|      128.35|      685.65| 634.20%|
| 300|sababli     |         813|       1/300|      127.92|      685.08| 635.54%|
| 301|birga       |         813|       1/301|      127.50|      685.50| 637.66%|
| 302|biz         |         812|       1/302|      127.08|      684.92| 638.99%|
| 303|bo`lsa      |         811|       1/303|      126.66|      684.34| 640.31%|
| 304|organlari   |         806|       1/304|      126.24|      679.76| 638.47%|
| 305|kodeksining |         806|       1/305|      125.83|      680.17| 640.57%|
| 306|muvofiq     |         799|       1/306|      125.42|      673.58| 637.08%|
| 307|kishi       |         798|       1/307|      125.01|      672.99| 638.37%|
| 308|mlrd        |         797|       1/308|      124.60|      672.40| 639.64%|
| 309|mahalliy    |         795|       1/309|      124.20|      670.80| 640.11%|
| 310|aj          |         793|       1/310|      123.80|      669.20| 640.57%|
| 311|sonli       |         793|       1/311|      123.40|      669.60| 642.63%|
| 312|elektron    |         791|       1/312|      123.00|      668.00| 643.07%|
| 313|qishloq     |         788|       1/313|      122.61|      665.39| 642.69%|
| 314|so`mga      |         784|       1/314|      122.22|      661.78| 641.47%|
| 315|qator       |         780|       1/315|      121.83|      658.17| 640.23%|
| 316|deyiladi    |         775|       1/316|      121.45|      653.55| 638.14%|
| 317|aprel       |         774|       1/317|      121.06|      652.94| 639.34%|
| 318|vakillari   |         773|       1/318|      120.68|      652.32| 640.52%|
| 319|emas        |         772|       1/319|      120.30|      651.70| 641.71%|
| 320|etmoqda     |         769|       1/320|      119.93|      649.07| 641.22%|
| 321|oyida       |         768|       1/321|      119.55|      648.45| 642.38%|
| 322|kecha       |         762|       1/322|      119.18|      642.82| 639.35%|
| 323|tarmoqlarda |         759|       1/323|      118.81|      640.19| 638.81%|
| 324|unda        |         758|       1/324|      118.45|      639.55| 639.95%|
| 325|borilmoqda  |         755|       1/325|      118.08|      636.92| 639.38%|
| 326|o`tdi       |         751|       1/326|      117.72|      633.28| 637.95%|
| 327|surxondaryo |         748|       1/327|      117.36|      630.64| 637.35%|
| 328|harbiy      |         745|       1/328|      117.00|      628.00| 636.74%|
| 329|koronavirusga|         744|       1/329|      116.65|      627.35| 637.82%|
| 330|zamonaviy   |         736|       1/330|      116.29|      619.71| 632.88%|
| 331|hududida    |         732|       1/331|      115.94|      616.06| 631.35%|
| 332|mamlakat    |         731|       1/332|      115.59|      615.41| 632.39%|
| 333|shundan     |         729|       1/333|      115.25|      613.75| 632.56%|
| 334|tan         |         729|       1/334|      114.90|      614.10| 634.46%|
| 335|qaror       |         728|       1/335|      114.56|      613.44| 635.48%|
| 336|faoliyati   |         726|       1/336|      114.22|      611.78| 635.63%|
| 337|uni         |         726|       1/337|      113.88|      612.12| 637.52%|
| 338|yoshli      |         726|       1/338|      113.54|      612.46| 639.41%|
| 339|sirdaryo    |         723|       1/339|      113.21|      609.79| 638.66%|
| 340|ya`ni       |         722|       1/340|      112.87|      609.13| 639.65%|
| 341|iyun        |         714|       1/341|      112.54|      601.46| 634.43%|
| 342|talab       |         712|       1/342|      112.21|      599.79| 634.51%|
| 343|inson       |         709|       1/343|      111.89|      597.11| 633.68%|
| 344|paytda      |         707|       1/344|      111.56|      595.44| 633.73%|
| 345|jizzax      |         706|       1/345|      111.24|      594.76| 634.68%|
| 346|o`zbek      |         703|       1/346|      110.92|      592.08| 633.81%|
| 347|himoya      |         702|       1/347|      110.60|      591.40| 634.74%|
| 348|bolalar     |         702|       1/348|      110.28|      591.72| 636.57%|
| 349|yanvar      |         702|       1/349|      109.96|      592.04| 638.40%|
| 350|qilinishicha|         701|       1/350|      109.65|      591.35| 639.32%|
| 351|boshlig`i   |         700|       1/351|      109.34|      590.66| 640.23%|
| 352|bunday      |         700|       1/352|      109.03|      590.97| 642.05%|
| 353|hal         |         692|       1/353|      108.72|      583.28| 636.52%|
| 354|shahri      |         688|       1/354|      108.41|      579.59| 634.63%|
| 355|yo`q        |         688|       1/355|      108.10|      579.90| 636.42%|
| 356|ularni      |         687|       1/356|      107.80|      579.20| 637.29%|
| 357|emlash      |         687|       1/357|      107.50|      579.50| 639.08%|
| 358|vositalari  |         686|       1/358|      107.20|      578.80| 639.94%|
| 359|chiqib      |         686|       1/359|      106.90|      579.10| 641.72%|
| 360|shunday     |         680|       1/360|      106.60|      573.40| 637.88%|
| 361|ikkinchi    |         679|       1/361|      106.31|      572.69| 638.71%|
| 362|elektr      |         679|       1/362|      106.01|      572.99| 640.48%|
| 363|biri        |         677|       1/363|      105.72|      571.28| 640.36%|
| 364|juda        |         671|       1/364|      105.43|      565.57| 636.43%|
| 365|ishtirokida |         670|       1/365|      105.14|      564.86| 637.23%|
| 366|bo`lmagan   |         667|       1/366|      104.86|      562.14| 636.12%|
| 367|yashovchi   |         666|       1/367|      104.57|      561.43| 636.90%|
| 368|jahon       |         661|       1/368|      104.29|      556.71| 633.84%|
| 369|tizimi      |         660|       1/369|      104.00|      556.00| 634.60%|
| 370|ko`rsatish  |         659|       1/370|      103.72|      555.28| 635.35%|
| 371|xorazm      |         657|       1/371|      103.44|      553.56| 635.14%|
| 372|jamoat      |         655|       1/372|      103.16|      551.84| 634.91%|
| 373|oldini      |         653|       1/373|      102.89|      550.11| 634.67%|
| 374|chiqish     |         650|       1/374|      102.61|      547.39| 633.45%|
| 375|holati      |         650|       1/375|      102.34|      547.66| 635.15%|
| 376|o`rta       |         648|       1/376|      102.07|      545.93| 634.88%|
| 377|iyul        |         646|       1/377|      101.80|      544.20| 634.60%|
| 378|ayrim       |         645|       1/378|      101.53|      543.47| 635.30%|
| 379|qilinadi    |         644|       1/379|      101.26|      542.74| 636.00%|
| 380|yillarda    |         642|       1/380|      100.99|      541.01| 635.69%|
| 381|oid         |         641|       1/381|      100.73|      540.27| 636.37%|
| 382|temir       |         640|       1/382|      100.46|      539.54| 637.05%|
| 383|ma`lumotlariga|         639|       1/383|      100.20|      538.80| 637.72%|
| 384|ma`lumotlar |         637|       1/384|       99.94|      537.06| 637.38%|
| 385|e`tibor     |         635|       1/385|       99.68|      535.32| 637.04%|
| 386|so`nggi     |         631|       1/386|       99.42|      531.58| 634.67%|
| 387|sentyabr    |         631|       1/387|       99.17|      531.83| 636.31%|
| 388|xo`jaligi   |         623|       1/388|       98.91|      524.09| 629.87%|
| 389|yaxshi      |         621|       1/389|       98.66|      522.34| 629.46%|
| 390|nazorat     |         621|       1/390|       98.40|      522.60| 631.08%|
| 391|maktab      |         620|       1/391|       98.15|      521.85| 631.68%|
| 392|faqat       |         618|       1/392|       97.90|      520.10| 631.25%|
| 393|turizm      |         617|       1/393|       97.65|      519.35| 631.84%|
| 394|qolgan      |         617|       1/394|       97.40|      519.60| 633.45%|
| 395|avval       |         616|       1/395|       97.16|      518.84| 634.03%|
| 396|sport       |         616|       1/396|       96.91|      519.09| 635.63%|
| 397|hokimligi   |         616|       1/397|       96.67|      519.33| 637.24%|
| 398|turkiya     |         615|       1/398|       96.42|      518.58| 637.80%|
| 399|tomonlama   |         614|       1/399|       96.18|      517.82| 638.37%|
| 400|xabarda     |         613|       1/400|       95.94|      517.06| 638.92%|
| 401|qo`llabquvvatlash|         612|       1/401|       95.70|      516.30| 639.48%|
| 402|shahridagi  |         612|       1/402|       95.47|      516.53| 641.07%|
| 403|tashrif     |         611|       1/403|       95.23|      515.77| 641.62%|
| 404|tezkor      |         611|       1/404|       94.99|      516.01| 643.21%|
| 405|haydovchi   |         610|       1/405|       94.76|      515.24| 643.74%|
| 406|o`rganish   |         607|       1/406|       94.52|      512.48| 642.16%|
| 407|hech        |         607|       1/407|       94.29|      512.71| 643.74%|
| 408|zarur       |         606|       1/408|       94.06|      511.94| 644.26%|
| 409|yili        |         605|       1/409|       93.83|      511.17| 644.77%|
| 410|ishlash     |         602|       1/410|       93.60|      508.40| 643.15%|
| 411|eslatib     |         601|       1/411|       93.37|      507.63| 643.64%|
| 412|foydalanish |         601|       1/412|       93.15|      507.85| 645.21%|
| 413|javob       |         601|       1/413|       92.92|      508.08| 646.78%|
| 414|foiz        |         600|       1/414|       92.70|      507.30| 647.26%|
| 415|oqibatida   |         599|       1/415|       92.47|      506.53| 647.74%|
| 416|to`g`ri     |         597|       1/416|       92.25|      504.75| 647.14%|
| 417|keyin       |         597|       1/417|       92.03|      504.97| 648.69%|
| 418|bartaraf    |         596|       1/418|       91.81|      504.19| 649.16%|
| 419|erda        |         592|       1/419|       91.59|      500.41| 646.35%|
| 420|o`zbekistonning|         591|       1/420|       91.37|      499.63| 646.79%|
| 421|tartibda    |         591|       1/421|       91.16|      499.84| 648.33%|
| 422|sohasida    |         590|       1/422|       90.94|      499.06| 648.77%|
| 423|yo`li       |         589|       1/423|       90.73|      498.27| 649.21%|
| 424|huquqiy     |         587|       1/424|       90.51|      496.49| 648.53%|
| 425|yong`in     |         586|       1/425|       90.30|      495.70| 648.96%|
| 426|bojxona     |         584|       1/426|       90.09|      493.91| 648.26%|
| 427|o`rtasidagi |         584|       1/427|       89.88|      494.12| 649.79%|
| 428|vaksina     |         583|       1/428|       89.67|      493.33| 650.19%|
| 429|fevral      |         578|       1/429|       89.46|      488.54| 646.12%|
| 430|hududlarida |         577|       1/430|       89.25|      487.75| 646.51%|
| 431|vazirlar    |         577|       1/431|       89.04|      487.96| 648.01%|
| 432|hozirgi     |         576|       1/432|       88.84|      487.16| 648.39%|
| 433|respublikasining|         574|       1/433|       88.63|      485.37| 647.63%|
| 434|og`ir       |         573|       1/434|       88.43|      484.57| 648.00%|
| 435|soliq       |         570|       1/435|       88.22|      481.78| 646.09%|
| 436|dastlabki   |         570|       1/436|       88.02|      481.98| 647.58%|
| 437|tumanidagi  |         569|       1/437|       87.82|      481.18| 647.92%|
| 438|osiyo       |         568|       1/438|       87.62|      480.38| 648.26%|
| 439|beriladi    |         567|       1/439|       87.42|      479.58| 648.60%|
| 440|taklif      |         567|       1/440|       87.22|      479.78| 650.08%|
| 441|hokimi      |         566|       1/441|       87.02|      478.98| 650.41%|
| 442|qisqa       |         565|       1/442|       86.83|      478.17| 650.73%|
| 443|ochiq       |         564|       1/443|       86.63|      477.37| 651.05%|
| 444|oktyabr     |         563|       1/444|       86.43|      476.57| 651.36%|
| 445|samarali    |         562|       1/445|       86.24|      475.76| 651.67%|
| 446|mingdan     |         561|       1/446|       86.05|      474.95| 651.97%|
| 447|quyidagi    |         561|       1/447|       85.85|      475.15| 653.43%|
| 448|mahalla     |         560|       1/448|       85.66|      474.34| 653.72%|
| 449|harakati    |         558|       1/449|       85.47|      472.53| 652.84%|
| 450|o`tamiz     |         558|       1/450|       85.28|      472.72| 654.30%|
| 451|voqea       |         555|       1/451|       85.09|      469.91| 652.23%|
| 452|tog`li      |         553|       1/452|       84.90|      468.10| 651.32%|
| 453|milliard    |         552|       1/453|       84.72|      467.28| 651.58%|
| 454|yaratish    |         552|       1/454|       84.53|      467.47| 653.02%|
| 455|larda       |         549|       1/455|       84.35|      464.65| 650.90%|
| 456|direktori   |         548|       1/456|       84.16|      463.84| 651.14%|
| 457|harorati    |         548|       1/457|       83.98|      464.02| 652.57%|
| 458|loyiha      |         547|       1/458|       83.79|      463.21| 652.80%|
| 459|ijro        |         547|       1/459|       83.61|      463.39| 654.23%|
| 460|hisoblanadi |         546|       1/460|       83.43|      462.57| 654.45%|
| 461|o`zi        |         546|       1/461|       83.25|      462.75| 655.88%|
| 462|prokuratura |         544|       1/462|       83.07|      460.93| 654.89%|
| 463|ularga      |         542|       1/463|       82.89|      459.11| 653.90%|
| 464|yildan      |         542|       1/464|       82.71|      459.29| 655.31%|
| 465|o`tkazildi  |         542|       1/465|       82.53|      459.47| 656.72%|
| 466|davlatimiz  |         541|       1/466|       82.35|      458.65| 656.92%|
| 467|ammo        |         540|       1/467|       82.18|      457.82| 657.11%|
| 468|rejalashtirilgan|         540|       1/468|       82.00|      458.00| 658.52%|
| 469|oldi        |         539|       1/469|       81.83|      457.17| 658.70%|
| 470|bemor       |         535|       1/470|       81.65|      453.35| 655.21%|
| 471|kirib       |         534|       1/471|       81.48|      452.52| 655.38%|
| 472|tabiiy      |         534|       1/472|       81.31|      452.69| 656.77%|
| 473|beradi      |         532|       1/473|       81.14|      450.86| 655.69%|
| 474|chet        |         531|       1/474|       80.96|      450.04| 655.85%|
| 475|ichida      |         530|       1/475|       80.79|      449.21| 655.99%|
| 476|lekin       |         527|       1/476|       80.62|      446.38| 653.65%|
| 477|kurashish   |         526|       1/477|       80.45|      445.55| 653.78%|
| 478|shaxslar    |         525|       1/478|       80.29|      444.71| 653.91%|
| 479|deydi       |         525|       1/479|       80.12|      444.88| 655.28%|
| 480|bank        |         525|       1/480|       79.95|      445.05| 656.64%|
| 481|viloyatlari |         524|       1/481|       79.79|      444.21| 656.76%|
| 482|mamlakatimizda|         524|       1/482|       79.62|      444.38| 658.12%|
| 483|doimiy      |         524|       1/483|       79.46|      444.54| 659.49%|
| 484|men         |         524|       1/484|       79.29|      444.71| 660.85%|
| 485|respublikaning|         523|       1/485|       79.13|      443.87| 660.96%|
| 486|kengashi    |         521|       1/486|       78.97|      442.03| 659.79%|
| 487|uch         |         520|       1/487|       78.80|      441.20| 659.87%|
| 488|huquqlari   |         518|       1/488|       78.64|      439.36| 658.69%|
| 489|viloyatlarida|         512|       1/489|       78.48|      433.52| 652.39%|
| 490|hamkorlikni |         510|       1/490|       78.32|      431.68| 651.17%|
| 491|sanoat      |         509|       1/491|       78.16|      430.84| 651.22%|
| 492|a           |         508|       1/492|       78.00|      430.00| 651.27%|
| 493|tadbirkorlik|         506|       1/493|       77.84|      428.16| 650.02%|
| 494|shaxs       |         505|       1/494|       77.69|      427.31| 650.05%|
| 495|vazirlik    |         503|       1/495|       77.53|      425.47| 648.79%|
| 496|qilishicha  |         503|       1/496|       77.37|      425.63| 650.10%|
| 497|qilmoqda    |         503|       1/497|       77.22|      425.78| 651.41%|
| 498|nafarni     |         502|       1/498|       77.06|      424.94| 651.42%|
| 499|bildirdi    |         501|       1/499|       76.91|      424.09| 651.43%|
| 500|oy          |         500|       1/500|       76.75|      423.25| 651.43%|
| 501|sovuq       |         500|       1/501|       76.60|      423.40| 652.73%|
| 502|pul         |         500|       1/502|       76.45|      423.55| 654.04%|
| 503|tez         |         499|       1/503|       76.30|      422.70| 654.03%|
| 504|adliya      |         499|       1/504|       76.14|      422.86| 655.33%|
| 505|rahbarlari  |         499|       1/505|       75.99|      423.01| 656.63%|
| 506|kiritilgan  |         496|       1/506|       75.84|      420.16| 653.98%|
| 507|yuzaga      |         495|       1/507|       75.69|      419.31| 653.95%|
| 508|buning      |         492|       1/508|       75.55|      416.45| 651.27%|
| 509|ilgari      |         490|       1/509|       75.40|      414.60| 649.89%|
| 510|tizimini    |         490|       1/510|       75.25|      414.75| 651.17%|
| 511|turgan      |         489|       1/511|       75.10|      413.90| 651.12%|
| 512|favqulodda  |         487|       1/512|       74.96|      412.04| 649.72%|
| 513|ilmiy       |         483|       1/513|       74.81|      408.19| 645.64%|
| 514|munosabati  |         483|       1/514|       74.66|      408.34| 646.90%|
| 515|ta`limi     |         481|       1/515|       74.52|      406.48| 645.48%|
| 516|tonna       |         481|       1/516|       74.37|      406.63| 646.73%|
| 517|degan       |         480|       1/517|       74.23|      405.77| 646.64%|
| 518|amaliy      |         480|       1/518|       74.09|      405.91| 647.89%|
| 519|orasida     |         480|       1/519|       73.94|      406.06| 649.14%|
| 520|natijada    |         478|       1/520|       73.80|      404.20| 647.68%|
| 521|iiv         |         477|       1/521|       73.66|      403.34| 647.57%|
| 522|holatiga    |         477|       1/522|       73.52|      403.48| 648.81%|
| 523|kelayotgan  |         477|       1/523|       73.38|      403.62| 650.05%|
| 524|oshiriladi  |         476|       1/524|       73.24|      402.76| 649.93%|
| 525|qaratilgan  |         476|       1/525|       73.10|      402.90| 651.17%|
| 526|iborat      |         476|       1/526|       72.96|      403.04| 652.41%|
| 527|tadbir      |         476|       1/527|       72.82|      403.18| 653.65%|
| 528|mchj        |         473|       1/528|       72.68|      400.32| 650.76%|
| 529|hujjatlar   |         470|       1/529|       72.55|      397.45| 647.86%|
| 530|tufayli     |         469|       1/530|       72.41|      396.59| 647.71%|
| 531|test        |         469|       1/531|       72.27|      396.73| 648.93%|
| 532|tayyorlash  |         468|       1/532|       72.14|      395.86| 648.76%|
| 533|borasida    |         466|       1/533|       72.00|      394.00| 647.21%|
| 534|hodisa      |         465|       1/534|       71.87|      393.13| 647.03%|
| 535|dona        |         464|       1/535|       71.73|      392.27| 646.85%|
| 536|uy          |         464|       1/536|       71.60|      392.40| 648.05%|
| 537|faol        |         462|       1/537|       71.47|      390.53| 646.47%|
| 538|vaqtda      |         462|       1/538|       71.33|      390.67| 647.67%|
| 539|madaniyat   |         462|       1/539|       71.20|      390.80| 648.87%|
| 540|necha       |         461|       1/540|       71.07|      389.93| 648.67%|
| 541|lozim       |         459|       1/541|       70.94|      388.06| 647.05%|
| 542|ro`yxatdan  |         459|       1/542|       70.81|      388.19| 648.25%|
| 543|xizmatlari  |         458|       1/543|       70.68|      387.32| 648.03%|
| 544|mintaqaviy  |         458|       1/544|       70.55|      387.45| 649.22%|
| 545|majlis      |         457|       1/545|       70.42|      386.58| 649.00%|
| 546|tashkiloti  |         457|       1/546|       70.29|      386.71| 650.19%|
| 547|doir        |         457|       1/547|       70.16|      386.84| 651.38%|
| 548|bekor       |         457|       1/548|       70.03|      386.97| 652.57%|
| 549|etkazib     |         457|       1/549|       69.90|      387.10| 653.76%|
| 550|video       |         456|       1/550|       69.78|      386.22| 653.52%|
| 551|obhavo      |         456|       1/551|       69.65|      386.35| 654.70%|
| 552|ishchi      |         453|       1/552|       69.52|      383.48| 651.58%|
| 553|jamoatchilik|         452|       1/553|       69.40|      382.60| 651.32%|
| 554|hududiy     |         452|       1/554|       69.27|      382.73| 652.49%|
| 555|qo`shma     |         451|       1/555|       69.15|      381.85| 652.23%|
| 556|yashash     |         451|       1/556|       69.02|      381.98| 653.40%|
| 557|mas`ul      |         451|       1/557|       68.90|      382.10| 654.58%|
| 558|hududlarda  |         449|       1/558|       68.78|      380.22| 652.84%|
| 559|haqidagi    |         449|       1/559|       68.65|      380.35| 654.01%|
| 560|tutilgan    |         446|       1/560|       68.53|      377.47| 650.81%|
| 561|rioya       |         446|       1/561|       68.41|      377.59| 651.97%|
| 562|tartibi     |         445|       1/562|       68.29|      376.71| 651.67%|
